,close
164,4592.57
163,4606.3447
162,4660.6835
161,4716.0186
160,4691.973
159,4747.8378
158,4709.911
157,4640.6676
156,4653.4028
155,4618.699
154,4627.257
153,4693.4032
152,4678.7944
151,4695.0507
150,4652.1655
149,4645.9079
148,4702.0738
147,4628.1398
146,4598.0525
145,4568.1928
144,4588.2922
143,4564.9483
142,4453.6076
141,4448.0478
140,4490.4047
139,4517.6255
138,4515.4027
137,4526.6616
136,4576.4856
135,4554.3347
134,4531.0486
133,4546.5664
132,4584.5368
131,4621.7545
130,4598.2232
129,4591.8273
128,4552.1848
127,4580.95
126,4552.0596
125,4497.5545
124,4579.875
123,4552.7926
122,4568.1781
121,4611.6235
120,4620.7341
119,4634.0586
118,4642.5357
117,4657.24
116,4639.3721
115,4651.2818
114,4629.9395
113,4717.7457
112,4790.6938
111,4776.6658
110,4737.6536
109,4758.9221
108,4789.9155
107,4761.0324
106,4741.9306
105,4751.4293
104,4731.8728
103,4734.4556
102,4718.8782
101,4723.0692
100,4723.7091
99,4702.4966
98,4706.964
97,4705.6918
96,4717.9914
95,4753.8697
94,4706.3401
93,4605.9799
92,4660.1074
91,4698.6832
90,4670.4188
89,4643.5959
88,4719.0559
87,4724.2956
86,4713.8185
85,4719.578
84,4660.4056
83,4707.544
82,4735.8858
81,4726.8739
80,4710.6469
79,4728.6688
78,4655.8962
77,4602.6247
76,4647.6921
75,4660.439
74,4615.4551
73,4674.7562
72,4704.4959
71,4687.5601
70,4669.14
69,4671.5591
68,4637.4392
67,4658.3324
66,4583.2511
65,4567.0179
64,4417.9971
63,4474.7224
62,4537.4656
61,4477.5343
60,4502.5698
59,4491.95
58,4450.0493
57,4526.0668
56,4478.9141
55,4440.7889
54,4440.6162
53,4595.556
52,4566.2237
51,4636.5655
50,4646.1546
49,4701.2837
48,4685.2464
47,4736.6077
46,4728.6716
45,4757.4419
44,4767.997
43,4799.627
42,4786.3273
41,4769.3688
40,4770.9469
39,4758.2083
38,4810.3468
37,4807.3069
36,4877.0932
35,4900.5098
34,4871.9122
33,4951.8366
32,4948.0465
31,4998.3417
30,4914.5971
29,4859.5927
28,4833.5237
27,4852.8832
26,4850.7
25,4783.0976
24,4845.0956
23,4921.5974
22,4947.8493
21,4908.1714
20,4914.2133
19,4892.1213
18,4844.2556
17,4914.5591
16,4938.8091
15,4904.7454
14,4816.9199
13,4713.6358
12,4801.8106
11,4748.5932
10,4722.4122
9,4777.3206
8,4891.7126
7,4884.2322
6,4931.3861
5,4941.5986
4,5059.6582
3,4919.386
2,4943.0197
1,5020.1038
0,4868.2205
